对话ID,回看头像id,名称,表情设置,字出现速度
116800,10220001,妮蔻拉丝,-1,0.01
116810,1000,我,-1,0.01
116820,-1,-1,-1,0.01
116830,1000,我,-1,0.01
116840,-1,-1,-1,0.01
116850,1000,我,-1,0.01
116860,10220001,妮蔻拉丝,-1,0.01
116870,10220001,妮蔻拉丝,-1,0.01
116880,1000,我,-1,0.01
116890,10220001,妮蔻拉丝,-1,0.01
116900,1000,我,-1,0.01
116910,1000,我,-1,0.01
116920,10220001,妮蔻拉丝,-1,0.01
116930,1000,我,-1,0.01
116940,10220001,妮蔻拉丝,-1,0.01
116950,1000,我,-1,0.01
116960,10220001,妮蔻拉丝,-1,0.01
116970,1000,我,-1,0.01
116980,-1,-1,-1,0.01
116990,-1,-1,-1,0.01
117000,10220001,妮蔻拉丝,-1,0.01
117010,-1,-1,-1,0.01
117020,110,？？？,-1,0.01
117030,1000,我,-1,0.01
117040,10220001,妮蔻拉丝,-1,0.01
117050,1000,我,-1,0.01
117060,110,？？？,-1,0.01
117070,10220001,妮蔻拉丝,-1,0.01
117080,-1,-1,-1,0.01
117090,1000,我,-1,0.01
117100,10220001,妮蔻拉丝,-1,0.01
117110,-1,-1,-1,0.01
117120,1000,我,-1,0.01
117130,10220001,妮蔻拉丝,-1,0.01
117140,1000,我,-1,0.01
117150,10220001,妮蔻拉丝,-1,0.01
117160,110,？？？,-1,0.01
117170,-1,-1,-1,0.01
117180,1000,我,-1,0.01
117190,10220001,妮蔻拉丝,-1,0.01
117200,1000,我,-1,0.01
117210,-1,-1,-1,0.01
117220,10220001,妮蔻拉丝,-1,0.01
117230,1000,我,-1,0.01
117240,10220001,妮蔻拉丝,-1,0.01
117250,1000,我,-1,0.01
117260,10220001,妮蔻拉丝,-1,0.01
117270,1000,我,-1,0.01
117280,1000,我,-1,0.01
117290,-1,-1,-1,0.01
117300,10220001,妮蔻拉丝,-1,0.01
117310,-1,-1,-1,0.01
117320,1000,我,-1,0.01
117330,10220001,妮蔻拉丝,-1,0.01
117340,-1,-1,-1,0.01
117350,110,吉恩,-1,0.01
117360,-1,-1,-1,0.01
117370,10220001,妮蔻拉丝,-1,0.01
117380,110,吉恩,-1,0.01
117390,-1,-1,-1,0.01
117400,1000,我,-1,0.01
117410,10220001,妮蔻拉丝,-1,0.01
117420,1000,我,-1,0.01
117430,10220001,妮蔻拉丝,6,0.01
117440,1000,我,-1,0.01
117450,10220001,妮蔻拉丝,-1,0.01
117460,-1,-1,-1,0.01
117470,-1,-1,-1,0.01
117480,-1,-1,-1,0.01
117490,-1,-1,-1,0.01
117500,110,吉恩,-1,0.01
117510,10220001,妮蔻拉丝,-1,0.01
117520,110,吉恩,-1,0.01
117530,110,吉恩,-1,0.01
117540,110,吉恩,-1,0.01
117550,-1,-1,-1,0.01
117560,-1,-1,-1,0.01
117570,10220001,妮蔻拉丝,-1,0.01
117580,-1,-1,-1,0.01
117590,1000,我,-1,0.01
117600,10220001,妮蔻拉丝,-1,0.01
117610,-1,-1,-1,0.01
117620,1000,我,-1,0.01
117630,10220001,妮蔻拉丝,-1,0.01
117640,1000,我,-1,0.01
117650,10220001,妮蔻拉丝,-1,0.01
117660,1000,我,-1,0.01
117670,10220001,妮蔻拉丝,-1,0.01
117680,1000,我,-1,0.01
117690,10220001,妮蔻拉丝,1,0.01
117700,1000,我,-1,0.01
117710,10220001,妮蔻拉丝,1,0.01
117720,-1,-1,-1,0.01
117730,10220001,妮蔻拉丝,1,0.01
117740,-1,-1,-1,0.01
117750,1000,我,-1,0.01
117760,10220001,妮蔻拉丝,1,0.01
117770,1000,我,-1,0.01
117780,110,小男孩,-1,0.01
117790,110,小女孩,-1,0.01
117800,-1,-1,-1,0.01
117810,1000,我,-1,0.01
117820,10220001,妮蔻拉丝,-1,0.01
117830,1000,我,-1,0.01
117840,10220001,妮蔻拉丝,-1,0.01
117850,-1,-1,-1,0.01
117860,110,茉门,-1,0.01
117870,110,露西,-1,0.01
117880,110,茉门,-1,0.01
117890,110,乔治,-1,0.01
117900,110,茉门,-1,0.01
117910,-1,-1,-1,0.01
117920,10220001,妮蔻拉丝,-1,0.01
117930,1000,我,-1,0.01
117940,10220001,妮蔻拉丝,-1,0.01
117950,10220001,妮蔻拉丝,-1,0.01
117960,-1,-1,-1,0.01
117970,110,执誓,-1,0.01
117980,110,孩子们,-1,0.01
117990,110,执誓,-1,0.01
118000,110,茉门,-1,0.01
118010,110,斯温德勒执誓,-1,0.01
118020,110,斯温德勒执誓,-1,0.01
118030,110,茉门,-1,0.01
118040,110,斯温德勒执誓,-1,0.01
118050,110,斯温德勒执誓,-1,0.01
118060,110,茉门,-1,0.01
118070,110,贝克先生,-1,0.01
118080,110,贝克先生,-1,0.01
118090,110,茉门,-1,0.01
118100,-1,-1,-1,0.01
118110,10220001,妮蔻拉丝,-1,0.01
118120,1000,我,-1,0.01
118130,10220001,妮蔻拉丝,-1,0.01
118140,1000,我,-1,0.01
118150,-1,-1,-1,0.01
118160,110,贝克先生,-1,0.01
118170,110,斯温德勒执誓,-1,0.01
118180,110,茉门,-1,0.01
118190,110,贝克先生,-1,0.01
118200,110,斯温德勒执誓,-1,0.01
118210,110,茉门,-1,0.01
118211,110,茉门,-1,0.01
118220,110,茉门,-1,0.01
118230,110,茉门,-1,0.01
118240,110,贝克先生,-1,0.01
118250,110,茉门,-1,0.01
118260,110,茉门,-1,0.01
118270,110,贝克先生,-1,0.01
118280,-1,-1,-1,0.01
118290,-1,-1,-1,0.01
118300,10220001,妮蔻拉丝,6,0.01
118310,1000,我,-1,0.01
118320,-1,-1,-1,0.01
118330,-1,-1,-1,0.01
118340,1000,我,-1,0.01
118350,10220001,妮蔻拉丝,-1,0.01
118360,-1,-1,-1,0.01
118370,-1,-1,-1,0.01
118380,1000,我,-1,0.01
118390,10220001,妮蔻拉丝,-1,0.01
118400,1000,我,-1,0.01
118410,-1,-1,-1,0.01
118420,110,斯温德勒执誓,-1,0.01
118430,110,斯温德勒执誓,-1,0.01
118440,110,茉门,-1,0.01
118450,110,茉门,-1,0.01
118460,110,斯温德勒执誓,-1,0.01
118470,110,露西,-1,0.01
118480,110,乔治,-1,0.01
118490,110,斯温德勒执誓,-1,0.01
118500,-1,-1,-1,0.01
118510,10220001,妮蔻拉丝,6,0.01
118520,1000,我,-1,0.01
118530,-1,-1,-1,0.01
118540,-1,-1,-1,0.01
118550,-1,-1,-1,0.01
118560,-1,-1,-1,0.01
118570,-1,-1,-1,0.01
118580,110,路人的声音,-1,0.01
118590,-1,-1,-1,0.01
118600,110,路人的声音,-1,0.01
118610,110,路人的声音,-1,0.01
118620,110,路人的声音,-1,0.01
118630,110,茉门,-1,0.01
118640,110,路人的声音,-1,0.01
118650,110,路人的声音,-1,0.01
118660,110,路人的声音,-1,0.01
118670,110,路人的声音,-1,0.01
118680,110,茉门,-1,0.01
118690,-1,-1,-1,0.01
118700,1000,我,-1,0.01
118710,10220001,妮蔻拉丝,-1,0.01
118720,-1,-1,-1,0.01
118730,1000,我,-1,0.01
118740,10220001,妮蔻拉丝,-1,0.01
118750,-1,-1,-1,0.01
118760,-1,-1,-1,0.01
118770,110,路人女,-1,0.01
118780,110,路人的声音,-1,0.01
118790,110,茉门,-1,0.01
118800,110,路人女,-1,0.01
118810,110,茉门,-1,0.01
118820,-1,-1,-1,0.01
118830,-1,-1,-1,0.01
118840,1000,我,-1,0.01
118850,-1,-1,-1,0.01
118860,-1,-1,-1,0.01
118870,10220001,妮蔻拉丝,6,0.01
118880,1000,我,-1,0.01
118890,-1,-1,-1,0.01
118900,-1,-1,-1,0.01
118910,110,茉门,-1,0.01
118920,110,露西,-1,0.01
118930,110,茉门,-1,0.01
118940,110,乔治,-1,0.01
118950,110,茉门,-1,0.01
118960,110,乔治,-1,0.01
118970,110,乔治,-1,0.01
118980,110,茉门,-1,0.01
118990,-1,-1,-1,0.01
119000,110,茉门,-1,0.01
119010,110,茉门,-1,0.01
119020,-1,-1,-1,0.01
119030,-1,-1,-1,0.01
119040,110,茉门,-1,0.01
119050,110,斯温德勒执誓,-1,0.01
119060,110,茉门,-1,0.01
119070,110,斯温德勒执誓,-1,0.01
119080,110,斯温德勒执誓,-1,0.01
119090,110,茉门,-1,0.01
119100,-1,-1,-1,0.01
119110,10220001,妮蔻拉丝,5,0.01
119120,10220001,妮蔻拉丝,-1,0.01
119130,-1,-1,-1,0.01
119140,1000,我,-1,0.01
119150,-1,-1,-1,0.01
119160,-1,-1,-1,0.01
119170,10220001,妮蔻拉丝,-1,0.01
119180,-1,-1,-1,0.01
119190,-1,-1,-1,0.01
119200,-1,-1,-1,0.01
119210,110,茉门,-1,0.01
119220,110,茉门,-1,0.01
119230,110,茉门,-1,0.01
119240,-1,-1,-1,0.01
119250,-1,-1,-1,0.01
119260,110,孩童的声音,-1,0.01
119270,110,孩童的声音,-1,0.01
119280,1000,我,-1,0.01
119290,10220001,妮蔻拉丝,-1,0.01
119300,10220001,妮蔻拉丝,6,0.01
119310,-1,-1,-1,0.01
119320,-1,-1,-1,0.01
119330,-1,-1,-1,0.01
119340,110,茉门,-1,0.01
119350,10220001,妮蔻拉丝,6,0.01
119360,110,孩童的声音,-1,0.01
119370,110,孩童的声音,-1,0.01
119380,110,孩童的声音,-1,0.01
119390,-1,-1,-1,0.01
119400,110,孩童的声音,-1,0.01
119410,1000,我,-1,0.01
119420,110,茉门,-1,0.01
119430,110,茉门,-1,0.01
119440,110,斯温德勒执誓,-1,0.01
119450,110,茉门,-1,0.01
119460,110,茉门,-1,0.01
119470,110,斯温德勒执誓,-1,0.01
119480,110,茉门,-1,0.01
119490,110,斯温德勒执誓,-1,0.01
119500,110,茉门,-1,0.01
119510,110,斯温德勒执誓,-1,0.01
119520,110,斯温德勒执誓,-1,0.01
119530,110,斯温德勒,-1,0.01
119540,110,茉门,-1,0.01
119550,110,茉门,-1,0.01
119560,110,茉门,-1,0.01
119570,110,斯温德勒,-1,0.01
119580,-1,-1,-1,0.01
119590,-1,-1,-1,0.01
119600,-1,-1,-1,0.01
119610,-1,-1,-1,0.01
119620,-1,-1,-1,0.01
119630,1000,我,-1,0.01
119640,10220001,妮蔻拉丝,6,0.01
119650,-1,-1,-1,0.01
119660,1000,我,-1,0.01
119670,-1,-1,-1,0.01
119680,-1,-1,-1,0.01
119690,10220001,妮蔻拉丝,-1,0.01
119700,1000,我,-1,0.01
119710,-1,-1,-1,0.01
119720,110,吉恩,-1,0.01
119730,110,茉门,-1,0.01
119740,110,茉门,-1,0.01
119750,110,茉门,-1,0.01
119760,-1,-1,-1,0.01
119770,10220001,妮蔻拉丝,-1,0.01
119780,1000,我,-1,0.01
119790,-1,-1,-1,0.01
119800,-1,-1,-1,0.01
119810,1000,我,-1,0.01
119820,1000,我,-1,0.01
119830,-1,-1,-1,0.01
119840,-1,-1,-1,0.01
119850,-1,-1,-1,0.01
119860,110,茉门,-1,0.01
119870,110,茉门,-1,0.01
119880,1000,我,-1,0.01
119890,110,茉门,-1,0.01
119900,10220001,妮蔻拉丝,-1,0.01
119910,110,茉门,-1,0.01
119920,110,茉门,-1,0.01
119930,-1,-1,-1,0.01
119940,-1,-1,-1,0.01
119950,1000,我,-1,0.01
119960,10220001,妮蔻拉丝,-1,0.01
119970,-1,-1,-1,0.01
119980,-1,-1,-1,0.01
119990,-1,-1,-1,0.01
120000,110,茉门,-1,0.01
120010,1000,我,-1,0.01
120020,-1,-1,-1,0.01
120030,1000,我,-1,0.01
120040,-1,-1,-1,0.01
120050,110,茉门,-1,0.01
120060,-1,-1,-1,0.01
120070,-1,-1,-1,0.01
120080,110,茉门,-1,0.01
120090,10220001,妮蔻拉丝,-1,0.01
120100,110,茉门,-1,0.01
120110,10220001,妮蔻拉丝,-1,0.01
120120,110,茉门,-1,0.01
120130,1000,我,-1,0.01
120140,110,茉门,-1,0.01
120150,110,茉门,-1,0.01
120160,110,茉门,-1,0.01
120170,-1,-1,-1,0.01
120180,1000,我,-1,0.01
120190,1000,我,-1,0.01
120200,110,茉门,-1,0.01
120210,1000,我,-1,0.01
120220,-1,-1,-1,0.01
120230,110,茉门,-1,0.01
120240,1000,我,-1,0.01
120250,-1,-1,-1,0.01
120260,10220001,妮蔻拉丝,-1,0.01
120270,-1,-1,-1,0.01
120280,-1,-1,-1,0.01
120290,-1,-1,-1,0.01
120300,1000,我,-1,0.01
120310,10220001,妮蔻拉丝,-1,0.01
120320,-1,-1,-1,0.01
120330,-1,-1,-1,0.01
120340,10220001,妮蔻拉丝,-1,0.01
120350,-1,-1,-1,0.01
120360,110,茉门,-1,0.01
120370,1000,我,-1,0.01
120380,-1,-1,-1,0.01
120390,-1,-1,-1,0.01
120400,-1,-1,-1,0.01
120410,110,茉门,-1,0.01
120420,-1,-1,-1,0.01
120430,110,吉恩,-1,0.01
120440,-1,-1,-1,0.01
120450,1000,我,-1,0.01
120460,10220001,妮蔻拉丝,-1,0.01
120470,-1,-1,-1,0.01
120480,110,茉门,-1,0.01
120490,1000,我,-1,0.01
120500,110,茉门,-1,0.01
120510,1000,我,-1,0.01
120520,110,茉门,-1,0.01
120530,1000,我,-1,0.01
120540,110,茉门,-1,0.01
120550,1000,我,-1,0.01
120560,10220001,妮蔻拉丝,-1,0.01
120570,1000,我,-1,0.01
120580,1000,我,-1,0.01
120590,10220001,妮蔻拉丝,-1,0.01
120600,110,茉门,-1,0.01
120610,110,茉门,-1,0.01
120620,10220001,妮蔻拉丝,-1,0.01
120630,1000,我,-1,0.01
120640,10220001,妮蔻拉丝,-1,0.01
120650,1000,我,-1,0.01
120660,10220001,妮蔻拉丝,-1,0.01
120670,10220001,妮蔻拉丝,-1,0.01
120680,1000,我,-1,0.01
120690,-1,-1,-1,0.01
120700,-1,-1,-1,0.01
120710,-1,-1,-1,0.01
120720,-1,-1,-1,0.01
120730,-1,-1,-1,0.01
120740,-1,-1,-1,0.01
120750,-1,-1,-1,0.01
120760,10130001,夏伦,-1,0.01
120770,-1,-1,-1,0.01
120780,-1,-1,-1,0.01
120790,10130001,夏伦,-1,0.01
120800,10130001,夏伦,-1,0.01
120810,110,施密特亲卫,-1,0.01
120820,-1,-1,-1,0.01
120830,-1,-1,-1,0.01
120840,10130001,夏伦,-1,0.01
120850,10130001,夏伦,-1,0.01
120860,10130001,夏伦,-1,0.01
120870,-1,-1,-1,0.01
120880,10130001,夏伦,-1,0.01
120890,10130001,夏伦,-1,0.01
120900,10130001,夏伦,-1,0.01
120910,110,？？？,-1,0.01
120920,10130001,夏伦,-1,0.01
120930,-1,-1,-1,0.01
120940,110,？？？,-1,0.01
120950,-1,-1,-1,0.01
120960,-1,-1,-1,0.01
120970,10130001,夏伦,-1,0.01
120980,-1,-1,-1,0.01
120990,110,？？？,-1,0.01
121000,-1,-1,-1,0.01
121010,-1,-1,-1,0.01
121020,10130001,夏伦,-1,0.01
121030,-1,-1,-1,0.01
121040,10130001,夏伦,-1,0.01
121050,10130001,夏伦,-1,0.01
121060,110,少女的声音,-1,0.01
121070,10130001,夏伦,-1,0.01
121080,-1,-1,-1,0.01
121090,10130001,夏伦,-1,0.01
121100,-1,-1,-1,0.01
121110,10130001,夏伦,-1,0.01
121120,110,少女的声音,-1,0.01
121130,110,少女的声音,-1,0.01
121140,110,少女的声音,-1,0.01
121150,10130001,夏伦,-1,0.01
121160,-1,-1,-1,0.01
121170,10130001,夏伦,-1,0.01
121180,10130001,夏伦,-1,0.01
121190,-1,-1,-1,0.01
121200,-1,-1,-1,0.01
121210,-1,-1,-1,0.01
121220,-1,-1,-1,0.01
121230,10130001,夏伦,-1,0.01
121240,-1,-1,-1,0.01
121250,-1,-1,-1,0.01
121260,10130001,夏伦,-1,0.01
121270,10130001,夏伦,-1,0.01
121280,-1,-1,-1,0.01
121290,110,？？？,-1,0.01
121300,10130001,夏伦,-1,0.01
121310,-1,-1,-1,0.01
121320,10130001,夏伦,-1,0.01
121330,-1,-1,-1,0.01
121340,-1,-1,-1,0.01
121350,-1,-1,-1,0.01
121360,10130001,夏伦,-1,0.01
121370,110,？？？,-1,0.01
121380,-1,-1,-1,0.01
121390,10130001,夏伦,-1,0.01
121400,110,夏洛特,-1,0.01
121410,-1,-1,-1,0.01
121420,-1,-1,-1,0.01
121430,10130001,夏伦,-1,0.01
121440,110,夏洛特,-1,0.01
121450,10130001,夏伦,-1,0.01
121460,110,夏洛特,-1,0.01
121470,-1,-1,-1,0.01
121480,110,夏洛特,-1,0.01
121490,10130001,夏伦,-1,0.01
121500,110,夏洛特,-1,0.01
121510,-1,-1,-1,0.01
121520,-1,-1,-1,0.01
121530,10130001,夏伦,-1,0.01
121540,110,夏洛特,-1,0.01
121550,-1,-1,-1,0.01
121560,10130001,夏伦,-1,0.01
121570,110,夏洛特,-1,0.01
121580,110,夏洛特,-1,0.01
121590,-1,-1,-1,0.01
121600,-1,-1,-1,0.01
121610,-1,-1,-1,0.01
121620,-1,-1,-1,0.01
121630,110,夏洛特,-1,0.01
121640,10130001,夏伦,-1,0.01
121650,110,夏洛特,-1,0.01
121660,10130001,夏伦,-1,0.01
121670,-1,-1,-1,0.01
121680,110,皇族护卫军,-1,0.01
121690,10130001,夏伦,-1,0.01
121700,110,皇族护卫军,-1,0.01
121710,10130001,夏伦,-1,0.01
121720,110,皇族护卫军,-1,0.01
121730,110,？？？,-1,0.01
121740,110,皇族护卫军,-1,0.01
121750,10140001,珊蒂娜,-1,0.01
121760,10130001,夏伦,-1,0.01
121770,10130001,夏伦,-1,0.01
121780,10140001,珊蒂娜,-1,0.01
121790,10130001,夏伦,-1,0.01
121800,10140001,珊蒂娜,-1,0.01
121810,10130001,夏伦,-1,0.01
121820,10140001,珊蒂娜,-1,0.01
121830,10130001,夏伦,-1,0.01
121840,10140001,珊蒂娜,-1,0.01
121850,110,夏洛特,-1,0.01
121860,-1,-1,-1,0.01
121870,10140001,珊蒂娜,-1,0.01
121880,110,夏洛特,-1,0.01
121890,10130001,夏伦,-1,0.01
121900,-1,-1,-1,0.01
121910,-1,-1,-1,0.01
121920,10130001,夏伦,-1,0.01
121930,10140001,珊蒂娜,-1,0.01
121940,110,夏洛特,-1,0.01
121950,10140001,珊蒂娜,-1,0.01
121960,-1,-1,-1,0.01
121970,10130001,夏伦,-1,0.01
121980,-1,-1,-1,0.01
121990,10130001,夏伦,-1,0.01
122000,10140001,珊蒂娜,-1,0.01
122010,10130001,夏伦,-1,0.01
122020,-1,-1,-1,0.01
122030,10140001,珊蒂娜,-1,0.01
122040,10140001,珊蒂娜,-1,0.01
122050,10130001,夏伦,-1,0.01
122060,10130001,夏伦,-1,0.01
122070,10140001,珊蒂娜,-1,0.01
122080,-1,-1,-1,0.01
122090,-1,-1,-1,0.01
122100,10130001,夏伦,-1,0.01
122110,10130001,夏伦,-1,0.01
122120,110,皇族护卫军,-1,0.01
122130,-1,-1,-1,0.01
122140,110,夏洛特,-1,0.01
122150,-1,-1,-1,0.01
122160,10130001,夏伦,-1,0.01
122170,-1,-1,-1,0.01
122180,10130001,夏伦,-1,0.01
122190,110,施密特亲卫,-1,0.01
122200,10130001,夏伦,-1,0.01
122210,-1,-1,-1,0.01
122220,10130001,夏伦,-1,0.01
122230,110,施密特亲卫,-1,0.01
122240,110,夏洛特,-1,0.01
122250,10130001,夏伦,-1,0.01
122260,110,夏洛特,-1,0.01
122270,10130001,夏伦,-1,0.01
122280,110,夏洛特,-1,0.01
122290,-1,-1,-1,0.01
122300,-1,-1,-1,0.01
122310,-1,-1,-1,0.01
122320,11003001,骑士,-1,0.01
122330,110,？？？,-1,0.01
122340,11003001,骑士,-1,0.01
122350,-1,-1,-1,0.01
122360,10100001,女孩,-1,0.01
122370,11003001,骑士,-1,0.01
122380,-1,-1,-1,0.01
122390,10100001,女孩,-1,0.01
122400,11003001,骑士,-1,0.01
122410,10100001,女孩,-1,0.01
122420,-1,-1,-1,0.01
122430,10100001,女孩,-1,0.01
122440,-1,-1,-1,0.01
122450,10100001,女孩,-1,0.01
122460,-1,-1,-1,0.01
122470,-1,-1,-1,0.01
122480,-1,-1,-1,0.01
122490,110,侍女,-1,0.01
122500,10250001,特蕾莎,-1,0.01
122510,10250001,特蕾莎,-1,0.01
122520,110,侍女,-1,0.01
122530,10250001,特蕾莎,-1,0.01
122540,-1,-1,-1,0.01
122550,10250001,特蕾莎,-1,0.01
122560,10250001,特蕾莎,-1,0.01
122570,10250001,特蕾莎,-1,0.01
122580,10250001,特蕾莎,-1,0.01
122590,-1,-1,-1,0.01
122600,10100001,女孩,-1,0.01
122610,10250001,特蕾莎,-1,0.01
122620,-1,-1,-1,0.01
122630,10250001,特蕾莎,-1,0.01
122640,10250001,特蕾莎,-1,0.01
122650,-1,-1,-1,0.01
122660,10250001,特蕾莎,-1,0.01
122670,10100001,女孩,-1,0.01
122680,10100001,女孩,-1,0.01
122690,10100001,女孩,-1,0.01
122700,10100001,女孩,-1,0.01
122710,-1,-1,-1,0.01
122720,10250001,特蕾莎,-1,0.01
122730,10100001,女孩,-1,0.01
122740,-1,-1,-1,0.01
122750,-1,-1,-1,0.01
122760,-1,-1,-1,0.01
122770,110,夏洛特,-1,0.01
122780,-1,-1,-1,0.01
122790,110,潘恩,-1,0.01
122800,110,夏洛特,-1,0.01
122810,-1,-1,-1,0.01
122820,-1,-1,-1,0.01
122830,110,夏洛特,-1,0.01
122840,-1,-1,-1,0.01
122850,-1,-1,-1,0.01
122860,110,施密特亲卫,-1,0.01
122870,110,夏洛特,-1,0.01
122880,110,夏洛特,-1,0.01
122890,-1,-1,-1,0.01
122900,110,施密特亲卫,-1,0.01
122910,110,夏洛特,-1,0.01
122920,10250001,特蕾莎,-1,0.01
122930,110,施密特亲卫,-1,0.01
122940,-1,-1,-1,0.01
122950,10250001,特蕾莎,-1,0.01
122960,10250001,特蕾莎,-1,0.01
122970,110,夏洛特,-1,0.01
122980,10250001,特蕾莎,-1,0.01
122990,110,夏洛特,-1,0.01
123000,10250001,特蕾莎,-1,0.01
123010,10250001,特蕾莎,-1,0.01
123020,110,夏洛特,-1,0.01
123030,110,夏洛特,-1,0.01
123040,-1,-1,-1,0.01
123050,110,夏洛特,-1,0.01
123060,110,施密特亲卫,-1,0.01
123070,10250001,特蕾莎,-1,0.01
123080,10250001,特蕾莎,-1,0.01
123090,-1,-1,-1,0.01
123100,-1,-1,-1,0.01
123110,-1,-1,-1,0.01
123120,10250001,特蕾莎,-1,0.01
123130,110,夏洛特,-1,0.01
123140,110,夏洛特,-1,0.01
123150,-1,-1,-1,0.01
123160,110,永夜平民,-1,0.01
123170,110,永夜平民,-1,0.01
123180,110,永夜平民,-1,0.01
123190,-1,-1,-1,0.01
123200,10250001,特蕾莎,-1,0.01
123210,11003001,骑士队长,-1,0.01
123220,-1,-1,-1,0.01
123230,110,夏洛特,-1,0.01
123240,10250001,特蕾莎,-1,0.01
123250,11003001,骑士队长,-1,0.01
123260,110,夏洛特,-1,0.01
123270,10250001,特蕾莎,-1,0.01
123280,-1,-1,-1,0.01
123290,11003001,骑士队长,-1,0.01
123300,-1,-1,-1,0.01
123310,10130001,夏伦,-1,0.01
123320,10250001,特蕾莎,-1,0.01
123330,10250001,特蕾莎,-1,0.01
123340,10130001,夏伦,-1,0.01
123350,10250001,特蕾莎,-1,0.01
123360,11003001,骑士队长,-1,0.01
123370,11003001,骑士,-1,0.01
123380,11003001,骑士队长,-1,0.01
123390,10130001,夏伦,-1,0.01
123400,11003001,骑士队长,-1,0.01
123410,-1,-1,-1,0.01
123420,10250001,特蕾莎,-1,0.01
123430,10130001,夏伦,-1,0.01
123440,10250001,特蕾莎,-1,0.01
123450,10250001,特蕾莎,-1,0.01
123460,-1,-1,-1,0.01
123470,10250001,特蕾莎,-1,0.01
123480,10130001,夏伦,-1,0.01
123490,10250001,特蕾莎,-1,0.01
123500,10250001,特蕾莎,-1,0.01
123510,10250001,特蕾莎,-1,0.01
123520,-1,-1,-1,0.01
123530,10130001,夏伦,-1,0.01
123540,10250001,特蕾莎,-1,0.01
123550,10250001,特蕾莎,-1,0.01
123560,-1,-1,-1,0.01
123570,10130001,夏伦,-1,0.01
123580,10130001,夏伦,-1,0.01
123590,10250001,特蕾莎,-1,0.01
123600,10250001,特蕾莎,-1,0.01
123610,10130001,夏伦,-1,0.01
123620,10250001,特蕾莎,-1,0.01
123630,10130001,夏伦,-1,0.01
123640,-1,-1,-1,0.01
123650,-1,-1,-1,0.01
123660,10140001,珊蒂娜,-1,0.01
123670,10250001,特蕾莎,-1,0.01
123680,10250001,特蕾莎,-1,0.01
123690,10140001,珊蒂娜,-1,0.01
123700,10250001,特蕾莎,-1,0.01
123710,10140001,珊蒂娜,-1,0.01
123720,10250001,特蕾莎,-1,0.01
123730,10140001,珊蒂娜,-1,0.01
123740,10250001,特蕾莎,-1,0.01
123750,10140001,珊蒂娜,-1,0.01
123760,10250001,特蕾莎,-1,0.01
123770,10140001,珊蒂娜,-1,0.01
123780,10250001,特蕾莎,-1,0.01
123790,10140001,珊蒂娜,-1,0.01
123800,10250001,特蕾莎,-1,0.01
123810,10140001,珊蒂娜,-1,0.01
123820,10130001,夏伦,-1,0.01
123830,10250001,特蕾莎,-1,0.01
123840,110,夏洛特,-1,0.01
123850,10130001,夏伦,-1,0.01
123860,10250001,特蕾莎,-1,0.01
123870,110,夏洛特,-1,0.01
123880,10250001,特蕾莎,-1,0.01
123890,110,夏洛特,-1,0.01
123900,-1,-1,-1,0.01
123910,110,海因兹,-1,0.01
123920,110,海因兹,-1,0.01
123930,110,海因兹,-1,0.01
123940,110,海因兹,-1,0.01
123950,-1,-1,-1,0.01
123960,110,海因兹,-1,0.01
123970,110,海因兹,-1,0.01
123980,-1,-1,-1,0.01
123990,-1,-1,-1,0.01
124000,10250001,特蕾莎,-1,0.01
124010,10250001,特蕾莎,-1,0.01
124020,-1,-1,-1,0.01
124030,10250001,特蕾莎,-1,0.01
124040,110,海因兹,-1,0.01
124050,10130001,夏伦,-1,0.01
124060,10130001,夏伦,-1,0.01
124070,-1,-1,-1,0.01
124080,-1,-1,-1,0.01
124090,110,夏洛特,-1,0.01
124100,110,夏洛特,-1,0.01
124110,10250001,特蕾莎,-1,0.01
124120,-1,-1,-1,0.01
124130,110,海因兹,-1,0.01
124140,110,海因兹,-1,0.01
124150,-1,-1,-1,0.01
124160,10140001,珊蒂娜,-1,0.01
124170,10250001,特蕾莎,-1,0.01
124180,10140001,珊蒂娜,-1,0.01
124190,10250001,特蕾莎,-1,0.01
124200,10140001,珊蒂娜,-1,0.01
124210,-1,-1,-1,0.01
124220,10250001,特蕾莎,-1,0.01
124230,10140001,珊蒂娜,-1,0.01
124240,10130001,夏伦,-1,0.01
124250,-1,-1,-1,0.01
124260,-1,-1,-1,0.01
124270,10140001,珊蒂娜,-1,0.01
124280,10160001,伊斯特尔,-1,0.01
124290,-1,-1,-1,0.01
124300,10160001,伊斯特尔,-1,0.01
124310,10160001,伊斯特尔,-1,0.01
124320,-1,-1,-1,0.01
124330,10130001,夏伦,-1,0.01
124340,10250001,特蕾莎,-1,0.01
124350,110,海因兹,-1,0.01
124360,-1,-1,-1,0.01
124370,10250001,特蕾莎,-1,0.01
124380,10250001,特蕾莎,-1,0.01
124390,110,海因兹,-1,0.01
124400,110,海因兹,-1,0.01
124410,110,海因兹,-1,0.01
124420,110,海因兹,-1,0.01
124430,-1,-1,-1,0.01
124440,110,海因兹,-1,0.01
124450,110,海因兹,-1,0.01
124460,110,海因兹,-1,0.01
124470,110,海因兹,-1,0.01
124480,-1,-1,-1,0.01
124490,10130001,夏伦,-1,0.01
124500,10130001,夏伦,-1,0.01
124510,10250001,特蕾莎,-1,0.01
124520,10250001,特蕾莎,-1,0.01
124530,10250001,特蕾莎,-1,0.01
